Tweet,Hate_Speech,tokenized_text
kumpulkan ahli islam instruksikan cari inti islam hasilnya,0,"['kumpulkan', 'ahli', 'islam', 'instruksikan', 'cari', 'inti', 'islam', 'hasilnya']"
p p jokowi empu rubah nasib rakyat kereta sehat infrastruktur khusus papua bangun infrastruktur tercipta sentra sentra ekonomi tingkatan ekon rakyat papua mks pare pare jalan kereta api bangun jalan tol mrt light rail transit jakarta langsung ubah nasib rakyat,0,"['jokowi', 'empu', 'rubah', 'nasib', 'rakyat', 'kereta', 'sehat', 'infrastruktur', 'khusus', 'papua', 'bangun', 'infrastruktur', 'tercipta', 'sentra', 'sentra', 'ekonomi', 'tingkatan', 'ekon', 'rakyat', 'papua', 'mks', 'pare', 'pare', 'jalan', 'kereta', 'api', 'bangun', 'jalan', 'tol', 'mrt', 'light', 'rail', 'transit', 'jakarta', 'langsung', 'ubah', 'nasib', 'rakyat']"
ayo lengserkan jokowi dewan perwakilan rakyat majelis permusyawaratan rakyat mencari aman rakyat dikadali doang,1,"['ayo', 'lengserkan', 'jokowi', 'dewan', 'perwakilan', 'rakyat', 'majelis', 'permusyawaratan', 'rakyat', 'mencari', 'aman', 'rakyat', 'dikadali', 'doang']"
ya tidur sih mark cher anjir najis,1,"['ya', 'tidur', 'sih', 'mark', 'cher', 'anjir', 'najis']"
orang kristen sok tau islam tau islam komen sunat komen,1,"['orang', 'kristen', 'sok', 'tau', 'islam', 'tau', 'islam', 'komen', 'sunat', 'komen']"
berkebalikan semangat upah 1960 orientasi politik agraria rejim orde mendukung investasi investasi skala keadilan distribusi tanah,0,"['berkebalikan', 'semangat', 'upah', 'orientasi', 'politik', 'agraria', 'rejim', 'orde', 'mendukung', 'investasi', 'investasi', 'skala', 'keadilan', 'distribusi', 'tanah']"
nct cina debut bayak mengadakan kali ya nct,0,"['nct', 'cina', 'debut', 'bayak', 'mengadakan', 'kali', 'ya', 'nct']"
agama urusan pribadi tuhan nikah beda agama sih dimas pindah katolik sih nadine pindah islam urusan doakan perkawinan langgeng maut memisahkan,0,"['agama', 'urusan', 'pribadi', 'tuhan', 'nikah', 'beda', 'agama', 'sih', 'dimas', 'pindah', 'katolik', 'sih', 'nadine', 'pindah', 'islam', 'urusan', 'doakan', 'perkawinan', 'langgeng', 'maut', 'memisahkan']"
hasil pencitraan beliau uniform resource locator,1,"['hasil', 'pencitraan', 'beliau', 'uniform', 'resource', 'locator']"
penyakit nhidupnya berat berat deritanya indigo dirundung makhluk astral ditambah berat fakta mengejutkan sih buta wajah mati,0,"['penyakit', 'nhidupnya', 'berat', 'berat', 'deritanya', 'indigo', 'dirundung', 'makhluk', 'astral', 'ditambah', 'berat', 'fakta', 'mengejutkan', 'sih', 'buta', 'wajah', 'mati']"
sebutan rumah presiden istana calon raja raja berkuasa mengorbankan rakyat negara diobok obok aturan hidup bernegara diganti sebutan istana rumah rakyat,0,"['sebutan', 'rumah', 'presiden', 'istana', 'calon', 'raja', 'raja', 'berkuasa', 'mengorbankan', 'rakyat', 'negara', 'diobok', 'obok', 'aturan', 'hidup', 'bernegara', 'diganti', 'sebutan', 'istana', 'rumah', 'rakyat']"
partai komunis indonesia organisasi masyarakat anti pancasila dilarang negara kesatuan republik indonesia tolong turunkan harto 1998 jawablah,1,"['partai', 'komunis', 'indonesia', 'organisasi', 'masyarakat', 'anti', 'pancasila', 'dilarang', 'negara', 'kesatuan', 'republik', 'indonesia', 'tolong', 'turunkan', 'harto', 'jawablah']"
fisikku sempurna sesungguhnya jiwaku cacat semenjak ayah tiada,0,"['fisikku', 'sempurna', 'sesungguhnya', 'jiwaku', 'cacat', 'semenjak', 'ayah', 'tiada']"
iya ya bodoh membalas komen komenmu tolol hehe bangku sekolah baca data bencimu otak mu gagal,1,"['iya', 'ya', 'bodoh', 'membalas', 'komen', 'komenmu', 'tolol', 'hehe', 'bangku', 'sekolah', 'baca', 'data', 'bencimu', 'otak', 'mu', 'gagal']"
matamu picek kebencianmu jokowi menutupi hati pikiranmu sejarah tercipta era jokowi buka kaca mata hutang negara era j,1,"['matamu', 'picek', 'kebencianmu', 'jokowi', 'menutupi', 'hati', 'pikiranmu', 'sejarah', 'tercipta', 'era', 'jokowi', 'buka', 'kaca', 'mata', 'hutang', 'negara', 'era']"
ayo berevolusi bermutasi genetik cebong,0,"['ayo', 'berevolusi', 'bermutasi', 'genetik', 'cebong']"
tangung blokir jokowi yuk ah tingkatkan lengserkan jokowi biar kehidupan berbangsa bernegara negara kesatuan republik indonesia tenang damai,1,"['tangung', 'blokir', 'jokowi', 'yuk', 'ah', 'tingkatkan', 'lengserkan', 'jokowi', 'biar', 'kehidupan', 'berbangsa', 'bernegara', 'negara', 'kesatuan', 'republik', 'indonesia', 'tenang', 'damai']"
propaganda agama pemberontakan dipimpin ulama ustaz buktinya ulama ustaz ditangkap dibuang boven digoel tahanan nasionalisme komunis bukti,0,"['propaganda', 'agama', 'pemberontakan', 'dipimpin', 'ulama', 'ustaz', 'buktinya', 'ulama', 'ustaz', 'ditangkap', 'dibuang', 'boven', 'digoel', 'tahanan', 'nasionalisme', 'komunis', 'bukti']"
uniform resource locator lt ngentot bugil pacar lesbi,0,"['uniform', 'resource', 'locator', 'lt', 'ngentot', 'bugil', 'pacar', 'lesbi']"
pru 14 presiden pas datuk seri abdul hadi awang mempertahankan kerusi dewan undangan negeri dun razia hiburan rendang bertanding kerusi parlemen setia usaha agung pas datuk takiyuddin hasan,0,"['pru', 'presiden', 'pas', 'datuk', 'seri', 'abdul', 'hadi', 'awang', 'mempertahankan', 'kerusi', 'dewan', 'undangan', 'negeri', 'dun', 'razia', 'hiburan', 'rendang', 'bertanding', 'kerusi', 'parlemen', 'setia', 'usaha', 'agung', 'pas', 'datuk', 'takiyuddin', 'hasan']"
pro komunis indonesia komunis uniform resource locator,1,"['pro', 'komunis', 'indonesia', 'komunis', 'uniform', 'resource', 'locator']"
ganti kepala kepolisian republik indonesia ganti presiden lengserkan jokowi harga mati,1,"['ganti', 'kepala', 'kepolisian', 'republik', 'indonesia', 'ganti', 'presiden', 'lengserkan', 'jokowi', 'harga', 'mati']"
suka nyinyir antek asing asing suka indonesia maju berhasil,0,"['suka', 'nyinyir', 'antek', 'asing', 'asing', 'suka', 'indonesia', 'maju', 'berhasil']"
yahudi bosku 100,0,"['yahudi', 'bosku']"
terbit 26 mei 2016 diam ninik handrini info,0,"['terbit', 'mei', 'diam', 'ninik', 'handrini', 'info']"
susah mencari kerja tenaga kerja asing cina bebas masuk pemutusan hubungan kerja 2019 ganti presiden,0,"['susah', 'mencari', 'kerja', 'tenaga', 'kerja', 'asing', 'cina', 'bebas', 'masuk', 'pemutusan', 'hubungan', 'kerja', 'ganti', 'presiden']"
sih kampang gue dulukan parah jep gue jomlo nih,0,"['sih', 'kampang', 'gue', 'dulukan', 'parah', 'jep', 'gue', 'jomlo', 'nih']"
pikiran dongok tll diumbar koh pagi bikin anu,1,"['pikiran', 'dongok', 'tll', 'diumbar', 'koh', 'pagi', 'bikin', 'anu']"
arab koruptor potong tangan cina koruptor potong kepala indonesia koruptor potong tahanan,1,"['arab', 'koruptor', 'potong', 'tangan', 'cina', 'koruptor', 'potong', 'kepala', 'indonesia', 'koruptor', 'potong', 'tahanan']"
sinting gue asli anak winner benaran twitter,0,"['sinting', 'gue', 'asli', 'anak', 'winner', 'benaran', 'twitter']"
pencitraan jokowi legowo bantu rohingya prabowo amien rais diam uniform resource locator,1,"['pencitraan', 'jokowi', 'legowo', 'bantu', 'rohingya', 'prabowo', 'amien', 'rais', 'diam', 'uniform', 'resource', 'locator']"
rahayu ningrum diy selamat pagi adik kakak kakek nenek asalamualaikum shalom hom santi om nama budaya,0,"['rahayu', 'ningrum', 'diy', 'selamat', 'pagi', 'adik', 'kakak', 'kakek', 'nenek', 'asalamualaikum', 'shalom', 'hom', 'santi', 'om', 'nama', 'budaya']"
kampret kemarin cepat cepatan beli dijual online uniform resource locator,0,"['kampret', 'kemarin', 'cepat', 'cepatan', 'beli', 'dijual', 'online', 'uniform', 'resource', 'locator']"
rezim selesai ambruk menancapkan puing hutang negara hancur curhat 2019 ganti presiden 2019 ganti presiden,1,"['rezim', 'selesai', 'ambruk', 'menancapkan', 'puing', 'hutang', 'negara', 'hancur', 'curhat', 'ganti', 'presiden', 'ganti', 'presiden']"
ayo nusantarakan perusahaan asing indonesia,0,"['ayo', 'nusantarakan', 'perusahaan', 'asing', 'indonesia']"
pergi haji arab pulang dipanggil ayah tenaga kerja indonesia pulang arab dipanggil ayah dipanggil abda,0,"['pergi', 'haji', 'arab', 'pulang', 'dipanggil', 'ayah', 'tenaga', 'kerja', 'indonesia', 'pulang', 'arab', 'dipanggil', 'ayah', 'dipanggil', 'abda']"
random thoughts malam kontroversi keberadaan inspirasinya misa arwah kerap kali diadakan gereja katolik arwah didoakan dimana topik diskusi gue mengobrol my dearly,0,"['random', 'thoughts', 'malam', 'kontroversi', 'keberadaan', 'inspirasinya', 'misa', 'arwah', 'kerap', 'kali', 'diadakan', 'gereja', 'katolik', 'arwah', 'didoakan', 'dimana', 'topik', 'diskusi', 'gue', 'mengobrol', 'my', 'dearly']"
owner nya ordernya sakit,0,"['owner', 'nya', 'ordernya', 'sakit']"
19 april cnn kibarkan bendera kuning kematian ahok djarot,1,"['april', 'cnn', 'kibarkan', 'bendera', 'kuning', 'kematian', 'ahok', 'djarot']"
yaapssss promosikan besaran ayo promosikan asian games 2018,0,"['yaapssss', 'promosikan', 'besaran', 'ayo', 'promosikan', 'asian', 'games']"
muntah lihat lagak nya orang sok iya banget hoek,1,"['muntah', 'lihat', 'lagak', 'nya', 'orang', 'sok', 'iya', 'banget', 'hoek']"
1 penetrasi gubernur jawa jawa non aktif ganjar pranowo kementerian pertanian kementerian pertahanan membuahkan hasil lupa ngawur pilihan gubernur 2018 ganjar yasin ganjar yasin 1 jawa gayeng 1 kali partai demokrasi indonesia perjuangan kandang banteng,0,"['penetrasi', 'gubernur', 'jawa', 'jawa', 'non', 'aktif', 'ganjar', 'pranowo', 'kementerian', 'pertanian', 'kementerian', 'pertahanan', 'membuahkan', 'hasil', 'lupa', 'ngawur', 'pilihan', 'gubernur', 'ganjar', 'yasin', 'ganjar', 'yasin', 'jawa', 'gayeng', 'kali', 'partai', 'demokrasi', 'indonesia', 'perjuangan', 'kandang', 'banteng']"
lumba lumba gajah monyet mengenali cermin,0,"['lumba', 'lumba', 'gajah', 'monyet', 'mengenali', 'cermin']"
nih admin presiden partai asalll banget pokoknya,0,"['nih', 'admin', 'presiden', 'partai', 'asalll', 'banget', 'pokoknya']"
gila uniform resource locator,0,"['gila', 'uniform', 'resource', 'locator']"
didungukan dijajah diperbudak islam muslim ras pilihan diubah racist,1,"['didungukan', 'dijajah', 'diperbudak', 'islam', 'muslim', 'ras', 'pilihan', 'diubah', 'racist']"
penyebab macetnya divestasi saham freeport salah satunya terbitnya peraturan pemerintah nomor 20 1994 perusahaan penanaman modal asing diwajibkan mendivestasi sahamnya indonesia freeport 51,0,"['penyebab', 'macetnya', 'divestasi', 'saham', 'freeport', 'salah', 'satunya', 'terbitnya', 'peraturan', 'pemerintah', 'nomor', 'perusahaan', 'penanaman', 'modal', 'asing', 'diwajibkan', 'mendivestasi', 'sahamnya', 'indonesia', 'freeport']"
cinta buta cha amit amit ya enaknya,0,"['cinta', 'buta', 'cha', 'amit', 'amit', 'ya', 'enaknya']"
pemerintah berencana payung hukum memudahkan proyek proyek strategis nasional proses membebaskan lahan,0,"['pemerintah', 'berencana', 'payung', 'hukum', 'memudahkan', 'proyek', 'proyek', 'strategis', 'nasional', 'proses', 'membebaskan', 'lahan']"
bagusnya partai komunis indonesia partai komunis indonesia dibubarkan dijadikan organisasi terlarang,1,"['bagusnya', 'partai', 'komunis', 'indonesia', 'partai', 'komunis', 'indonesia', 'dibubarkan', 'dijadikan', 'organisasi', 'terlarang']"
lengserkan jokowi mainnya,1,"['lengserkan', 'jokowi', 'mainnya']"
dikasih coklat pokoknya km sih merasakan,0,"['dikasih', 'coklat', 'pokoknya', 'km', 'sih', 'merasakan']"
ngemafia mainkan 3 acc edan,0,"['ngemafia', 'mainkan', 'acc', 'edan']"
aneh survei bawa nama kampus kayak sih luhut bawa institut teknologi bandung dukung reklamasi cebong hehe,1,"['aneh', 'survei', 'bawa', 'nama', 'kampus', 'kayak', 'sih', 'luhut', 'bawa', 'institut', 'teknologi', 'bandung', 'dukung', 'reklamasi', 'cebong', 'hehe']"
celeng,1,['celeng']
terkadang bingung menonton bioskop capai capai mengantre amp bayar tix mahal eh bioskop menonton main handphone goblok,1,"['terkadang', 'bingung', 'menonton', 'bioskop', 'capai', 'capai', 'mengantre', 'amp', 'bayar', 'tix', 'mahal', 'eh', 'bioskop', 'menonton', 'main', 'handphone', 'goblok']"
felix pilih agama tinggalkan negara,1,"['felix', 'pilih', 'agama', 'tinggalkan', 'negara']"
mal mama hilang security bentar ya cek cek pengumuman orang tua anjing kehilangan,0,"['mal', 'mama', 'hilang', 'security', 'bentar', 'ya', 'cek', 'cek', 'pengumuman', 'orang', 'tua', 'anjing', 'kehilangan']"
arseto kunyuk cari panggung,0,"['arseto', 'kunyuk', 'cari', 'panggung']"
ustaz ramai perbincangkan rg menista agama,0,"['ustaz', 'ramai', 'perbincangkan', 'rg', 'menista', 'agama']"
opini marah marah marah keegoisan marah inginnya didengar mengabaikan pendapat orang kayak bodoh woi dengarkan gue,0,"['opini', 'marah', 'marah', 'marah', 'keegoisan', 'marah', 'inginnya', 'didengar', 'mengabaikan', 'pendapat', 'orang', 'kayak', 'bodoh', 'woi', 'dengarkan', 'gue']"
hatta faisal teh rani yahudi salah menyantuni menghormati sudut hamba allah,0,"['hatta', 'faisal', 'teh', 'rani', 'yahudi', 'salah', 'menyantuni', 'menghormati', 'sudut', 'hamba', 'allah']"
hore 2019 ganti presiden nasiiik gantinya bang goblok tolol kunyuk ya cari bareng bareng goblok nooo kiraan bang rocky gerung sekumpulan c,1,"['hore', 'ganti', 'presiden', 'nasiiik', 'gantinya', 'bang', 'goblok', 'tolol', 'kunyuk', 'ya', 'cari', 'bareng', 'bareng', 'goblok', 'nooo', 'kiraan', 'bang', 'rocky', 'gerung', 'sekumpulan']"
diklaim pemerintahnya gagal tangani banjir warga miskin meningkat eksekutif legislatif bego,1,"['diklaim', 'pemerintahnya', 'gagal', 'tangani', 'banjir', 'warga', 'miskin', 'meningkat', 'eksekutif', 'legislatif', 'bego']"
untung chan bilang sih radius ribuan jutaan kilometer taplak meja,0,"['untung', 'chan', 'bilang', 'sih', 'radius', 'ribuan', 'jutaan', 'kilometer', 'taplak', 'meja']"
bahas janji kampanye hoaks jokowi janji dolar sepuluh ribu bani micin main goreng aduh,1,"['bahas', 'janji', 'kampanye', 'hoaks', 'jokowi', 'janji', 'dolar', 'sepuluh', 'ribu', 'bani', 'micin', 'main', 'goreng', 'aduh']"
rewatching berkhayal sih dewa gembel adaptasi live action cocok yato menonton noragami,0,"['rewatching', 'berkhayal', 'sih', 'dewa', 'gembel', 'adaptasi', 'live', 'action', 'cocok', 'yato', 'menonton', 'noragami']"
tuduhan majelis ulama indonesia mengoplos mudah dibantah islam oplosan berbahaya dewan perwakilan rakyat proses hukum pengurus gerakan fajar nusantara,1,"['tuduhan', 'majelis', 'ulama', 'indonesia', 'mengoplos', 'mudah', 'dibantah', 'islam', 'oplosan', 'berbahaya', 'dewan', 'perwakilan', 'rakyat', 'proses', 'hukum', 'pengurus', 'gerakan', 'fajar', 'nusantara']"
loser sih wkwk nih gue suka pacar gue suka berbicara langsung cupu anjing,1,"['loser', 'sih', 'wkwk', 'nih', 'gue', 'suka', 'pacar', 'gue', 'suka', 'berbicara', 'langsung', 'cupu', 'anjing']"
anak monyet ya wajar dongok bapakmu,1,"['anak', 'monyet', 'ya', 'wajar', 'dongok', 'bapakmu']"
kazakhstan kartun spongebob squarepants dilarang kartun menciptakan budaya hooliganisme kekerasan bullying,0,"['kazakhstan', 'kartun', 'spongebob', 'squarepants', 'dilarang', 'kartun', 'menciptakan', 'budaya', 'hooliganisme', 'kekerasan', 'bullying']"
fuck orang myanmar noob sial main ml fuck,1,"['fuck', 'orang', 'myanmar', 'noob', 'sial', 'main', 'ml', 'fuck']"
pengguna buah iblis membutuhkan latihan memaksimalkan potensi kekuatan,0,"['pengguna', 'buah', 'iblis', 'membutuhkan', 'latihan', 'memaksimalkan', 'potensi', 'kekuatan']"
hati organisasi paham terlarang bumi pancasila bubarkan,1,"['hati', 'organisasi', 'paham', 'terlarang', 'bumi', 'pancasila', 'bubarkan']"
sahih bukhari muslim ulama sepakat hadis diriwayatkan olehimam,0,"['sahih', 'bukhari', 'muslim', 'ulama', 'sepakat', 'hadis', 'diriwayatkan', 'olehimam']"
lepas politik label antek orde kanan fundamentalis,1,"['lepas', 'politik', 'label', 'antek', 'orde', 'kanan', 'fundamentalis']"
imajinasi ngewe lini gue kena dare nih,0,"['imajinasi', 'ngewe', 'lini', 'gue', 'kena', 'dare', 'nih']"
cari pendaftarnya 3563 orang keterima 137 orang akuntansi,0,"['cari', 'pendaftarnya', 'orang', 'keterima', 'orang', 'akuntansi']"
allah subhanahu wa taala sembah sembah psikopat mengharapkan teror horor brussel gila lukman,1,"['allah', 'subhanahu', 'wa', 'taala', 'sembah', 'sembah', 'psikopat', 'mengharapkan', 'teror', 'horor', 'brussel', 'gila', 'lukman']"
bagus bang usir negara kesatuan republik indonesia myanmar dijuluki negara buddha,1,"['bagus', 'bang', 'usir', 'negara', 'kesatuan', 'republik', 'indonesia', 'myanmar', 'dijuluki', 'negara', 'buddha']"
2018 international monetary fund pertahankan perkiraan pertumbuhan ekonomi global 3 9 international,0,"['international', 'monetary', 'fund', 'pertahankan', 'perkiraan', 'pertumbuhan', 'ekonomi', 'global', 'international']"
benturkan muslim islam agama muslim hidup indonesia hidup indonesia didasarkan pancasila beraneka agama akhlaknya memimpin negara perbuatan,0,"['benturkan', 'muslim', 'islam', 'agama', 'muslim', 'hidup', 'indonesia', 'hidup', 'indonesia', 'didasarkan', 'pancasila', 'beraneka', 'agama', 'akhlaknya', 'memimpin', 'negara', 'perbuatan']"
islam katolik nikahannya buddha,0,"['islam', 'katolik', 'nikahannya', 'buddha']"
alah modar hush,0,"['alah', 'modar', 'hush']"
bak orang indonesia pelaburan wujudkan peluang pekerjaan pelaburan penjajahan ekonomi kesal ubah yahoo,0,"['bak', 'orang', 'indonesia', 'pelaburan', 'wujudkan', 'peluang', 'pekerjaan', 'pelaburan', 'penjajahan', 'ekonomi', 'kesal', 'ubah', 'yahoo']"
menyangka 2013 alay bro serius gulingkan jamban,0,"['menyangka', 'alay', 'bro', 'serius', 'gulingkan', 'jamban']"
dagangan ramai april,0,"['dagangan', 'ramai', 'april']"
lokasi klenteng jalan panjaitan imlek klenteng mempertunjukan tarian tradisional tionghoa berkunjung ayo festival pesona bunaken,0,"['lokasi', 'klenteng', 'jalan', 'panjaitan', 'imlek', 'klenteng', 'mempertunjukan', 'tarian', 'tradisional', 'tionghoa', 'berkunjung', 'ayo', 'festival', 'pesona', 'bunaken']"
indonesia cerita anggota dewan perwakilan rakyat menunggak bayar listrik anggota dewan perwakilan rakyat jualan kaos anggota dewan perwakilan rakyat ganti presiden kaos parah rakyat goblok ganti presidennya tagar doang lucu,1,"['indonesia', 'cerita', 'anggota', 'dewan', 'perwakilan', 'rakyat', 'menunggak', 'bayar', 'listrik', 'anggota', 'dewan', 'perwakilan', 'rakyat', 'jualan', 'kaos', 'anggota', 'dewan', 'perwakilan', 'rakyat', 'ganti', 'presiden', 'kaos', 'parah', 'rakyat', 'goblok', 'ganti', 'presidennya', 'tagar', 'doang', 'lucu']"
tenggelamkan rezim berkuasa sa beserta partai pengusungnya,0,"['tenggelamkan', 'rezim', 'berkuasa', 'sa', 'beserta', 'partai', 'pengusungnya']"
isinya cebong mengerti islam,1,"['isinya', 'cebong', 'mengerti', 'islam']"
gue kabur nak gue spesifik task masuk campur bajingan,1,"['gue', 'kabur', 'nak', 'gue', 'spesifik', 'task', 'masuk', 'campur', 'bajingan']"
salah kroni tedekat soeharto sudono salim alias liem sioe liong pemilik kerajaan bisnis salim grup kenal nama era soeharto keturunan cina asing meminjam istilah partisan partai keadilan sejahtera gerindra,0,"['salah', 'kroni', 'tedekat', 'soeharto', 'sudono', 'salim', 'alias', 'liem', 'sioe', 'liong', 'pemilik', 'kerajaan', 'bisnis', 'salim', 'grup', 'kenal', 'nama', 'era', 'soeharto', 'keturunan', 'cina', 'asing', 'meminjam', 'istilah', 'partisan', 'partai', 'keadilan', 'sejahtera', 'gerindra']"
suara bagus penampilan wajah cantik ganteng dipilih lolos kdi ya orang cacat fisik berwajah cantik dilirik suaranya bagus obrolan,0,"['suara', 'bagus', 'penampilan', 'wajah', 'cantik', 'ganteng', 'dipilih', 'lolos', 'kdi', 'ya', 'orang', 'cacat', 'fisik', 'berwajah', 'cantik', 'dilirik', 'suaranya', 'bagus', 'obrolan']"
bang hancurkan bang musnahkan cina babi bumi pertiwi indonesia berkedok reklamasi ahok,1,"['bang', 'hancurkan', 'bang', 'musnahkan', 'cina', 'babi', 'bumi', 'pertiwi', 'indonesia', 'berkedok', 'reklamasi', 'ahok']"
buddha radikal melindungi usir duta myanmar save rohingya pray for rohingya,1,"['buddha', 'radikal', 'melindungi', 'usir', 'duta', 'myanmar', 'save', 'rohingya', 'pray', 'for', 'rohingya']"
kylaaaaaaya instagram pembaruan fakultas ilmu budaya universitas indonesia,0,"['kylaaaaaaya', 'instagram', 'pembaruan', 'fakultas', 'ilmu', 'budaya', 'universitas', 'indonesia']"
sih dungu bertepi sampah plastik dibahas bu eh menyambar pertahanan keamanan bang fahri after 2019 nelayan maju calon legislatif bebas,1,"['sih', 'dungu', 'bertepi', 'sampah', 'plastik', 'dibahas', 'bu', 'eh', 'menyambar', 'pertahanan', 'keamanan', 'bang', 'fahri', 'after', 'nelayan', 'maju', 'calon', 'legislatif', 'bebas']"
bisu bungkam dimana matamu perlahan padam debarmu kian samar senja menghitam bersorak merayakan kepergian mencatat kehilangan,0,"['bisu', 'bungkam', 'dimana', 'matamu', 'perlahan', 'padam', 'debarmu', 'kian', 'samar', 'senja', 'menghitam', 'bersorak', 'merayakan', 'kepergian', 'mencatat', 'kehilangan']"
iya sih lawannya bilang berat aparat negara andil ya mudah mudahan 2019 ganti presiden biar cukong jumawa biar cukong sok berkuasa biar megatron,1,"['iya', 'sih', 'lawannya', 'bilang', 'berat', 'aparat', 'negara', 'andil', 'ya', 'mudah', 'mudahan', 'ganti', 'presiden', 'biar', 'cukong', 'jumawa', 'biar', 'cukong', 'sok', 'berkuasa', 'biar', 'megatron']"
memahami birokrat aparatur sipil negara menyukai presiden sulit menambah penghasilan korupsi pungutan liar takut komisi pemberantasan korupsi sapu bersih pungutan liar jokowi aparatur sipil negara be,0,"['memahami', 'birokrat', 'aparatur', 'sipil', 'negara', 'menyukai', 'presiden', 'sulit', 'menambah', 'penghasilan', 'korupsi', 'pungutan', 'liar', 'takut', 'komisi', 'pemberantasan', 'korupsi', 'sapu', 'bersih', 'pungutan', 'liar', 'jokowi', 'aparatur', 'sipil', 'negara', 'be']"
mengakui gangbang babi sipit nya mangkal dimana cung hihi,1,"['mengakui', 'gangbang', 'babi', 'sipit', 'nya', 'mangkal', 'dimana', 'cung', 'hihi']"
yusril kelompok islam tertindas era jokowi fakta 2019 ganti presiden,1,"['yusril', 'kelompok', 'islam', 'tertindas', 'era', 'jokowi', 'fakta', 'ganti', 'presiden']"
pemerintah anti kritik pemerintah anti islam pemerintah antek partai komunis indonesia pemerintah antek yahudi alasan bikin aksi tai banget,1,"['pemerintah', 'anti', 'kritik', 'pemerintah', 'anti', 'islam', 'pemerintah', 'antek', 'partai', 'komunis', 'indonesia', 'pemerintah', 'antek', 'yahudi', 'alasan', 'bikin', 'aksi', 'tai', 'banget']"
agenda demo turunkan jokowi penjarakan ahok partai komunis indonesia besok demo suruh angkat prabowo presiden aksi 299 aksi maksa,1,"['agenda', 'demo', 'turunkan', 'jokowi', 'penjarakan', 'ahok', 'partai', 'komunis', 'indonesia', 'besok', 'demo', 'suruh', 'angkat', 'prabowo', 'presiden', 'aksi', 'aksi', 'maksa']"
ateis edgy sih nder tolong kasih pencerahan dasarnya ateis kepercayaan alat edgy keren,0,"['ateis', 'edgy', 'sih', 'nder', 'tolong', 'kasih', 'pencerahan', 'dasarnya', 'ateis', 'kepercayaan', 'alat', 'edgy', 'keren']"
habis habisan bang usir kafir cina nusantara racun akidah tukang sogok kristenisasi pelacur minuman keras kafir anjing,1,"['habis', 'habisan', 'bang', 'usir', 'kafir', 'cina', 'nusantara', 'racun', 'akidah', 'tukang', 'sogok', 'kristenisasi', 'pelacur', 'minuman', 'keras', 'kafir', 'anjing']"
haha media dasar tempurung dongok,1,"['haha', 'media', 'dasar', 'tempurung', 'dongok']"
iya eh sumpah tuth doang diujung menyadarinya pas pulang patbingsoo pas bangun sahur edan 1 telepon genggam,0,"['iya', 'eh', 'sumpah', 'tuth', 'doang', 'diujung', 'menyadarinya', 'pas', 'pulang', 'patbingsoo', 'pas', 'bangun', 'sahur', 'edan', 'telepon', 'genggam']"
melina main sitip,0,"['melina', 'main', 'sitip']"
teman hamil nikah suaminya adik kelas gue o pas gue lulus wisuda orang tua murid berasa perut melendung gendut dibecandai hamil eh taunya benaran lahiran amp ya,0,"['teman', 'hamil', 'nikah', 'suaminya', 'adik', 'kelas', 'gue', 'pas', 'gue', 'lulus', 'wisuda', 'orang', 'tua', 'murid', 'berasa', 'perut', 'melendung', 'gendut', 'dibecandai', 'hamil', 'eh', 'taunya', 'benaran', 'lahiran', 'amp', 'ya']"
gue kasihan kes oposisi iya bolot hitung menghitung sri mulyani suhu iya dibilang kelas dunia uniform resource locator,1,"['gue', 'kasihan', 'kes', 'oposisi', 'iya', 'bolot', 'hitung', 'menghitung', 'sri', 'mulyani', 'suhu', 'iya', 'dibilang', 'kelas', 'dunia', 'uniform', 'resource', 'locator']"
kayak ayam kelaparan dimakan karet batu sampah aduh,0,"['kayak', 'ayam', 'kelaparan', 'dimakan', 'karet', 'batu', 'sampah', 'aduh']"
tasik chini diiktiraf rizab biosfera unesco sesungguhnya kayak khazanah alam flora amp fauna 2009 persekitaran kawasan terpengaruh akibat kegiatan pembalakan pelombongan amp perladangan ter,0,"['tasik', 'chini', 'diiktiraf', 'rizab', 'biosfera', 'unesco', 'sesungguhnya', 'kayak', 'khazanah', 'alam', 'flora', 'amp', 'fauna', 'persekitaran', 'kawasan', 'terpengaruh', 'akibat', 'kegiatan', 'pembalakan', 'pelombongan', 'amp', 'perladangan', 'ter']"
kesalahan membawa ayat agama ahok spesifik bilang ulama dituduhkan menghina ulama mohon pencerahan,0,"['kesalahan', 'membawa', 'ayat', 'agama', 'ahok', 'spesifik', 'bilang', 'ulama', 'dituduhkan', 'menghina', 'ulama', 'mohon', 'pencerahan']"
siang malam maki maki ulama nongkrong media sosial ulama ulama bela penista agama sombongnya ampun,1,"['siang', 'malam', 'maki', 'maki', 'ulama', 'nongkrong', 'media', 'sosial', 'ulama', 'ulama', 'bela', 'penista', 'agama', 'sombongnya', 'ampun']"
no,0,['no']
mas hanzola ikutan marah komen akidah islam katolik pakai inkulturasi kekerasan budaya dikalahkan,0,"['mas', 'hanzola', 'ikutan', 'marah', 'komen', 'akidah', 'islam', 'katolik', 'pakai', 'inkulturasi', 'kekerasan', 'budaya', 'dikalahkan']"
he he orang disalahkan kasih teman orang muslim dibilang kafir,0,"['he', 'he', 'orang', 'disalahkan', 'kasih', 'teman', 'orang', 'muslim', 'dibilang', 'kafir']"
tolol bencong bencoooooooonnnnnnggggg,1,"['tolol', 'bencong']"
