,tweet,Hate_Speech,translated_tweet,tokenized_text
1120,they do retard,1,-benar retard,"['benar', 'retard']"
1121,day drags so much when you on a shift with money people home,0,Hari menyeret Anda bergeser orang -orang rumah,"['hari', 'menyeret', 'anda', 'bergeser', 'orang', 'orang', 'rumah']"
1122,thing thong long long,0,thong,['thong']
1123,like who kris commons the soup taker,0,Kris Commons si pengambil sup,"['kris', 'commons', 'si', 'pengambil', 'sup']"
1124, willy insipiyah me as artist i dance on his grave ching chong bing bongurl,1,Willy Insisipiyah seniman menari kuburannya Ching Chong Bing Bongurl,"['willy', 'insisipiyah', 'seniman', 'menari', 'kuburannya', 'ching', 'chong', 'bing', 'bongurl']"
1125,['ratlike to represent in a armada go n appreciate garden pink gremlins 247 n preceptor make up a scabby twat of represent nice to each other pal'],0,tikus mewakili armada go n menghargai taman pink gremlins 247 n pembimbing membentuk twat kudis mewakili teman,"['tikus', 'mewakili', 'armada', 'go', 'menghargai', 'taman', 'pink', 'gremlins', 'pembimbing', 'membentuk', 'twat', 'kudis', 'mewakili', 'teman']"
1126,['everyone is so meddling helping refugees and illegal aliens who have'],0,Semua orang campur membantu pengungsi alien ilegal memiliki,"['semua', 'orang', 'campur', 'membantu', 'pengungsi', 'alien', 'ilegal', 'memiliki']"
1127,stick a rag round her head an shut the cunt up still bad enough we gotta endure her shit song twenty years later,1,menempelkan kain kepalanya menutup cunt up buruk menanggung lagu kotorannya puluh,"['menempelkan', 'kain', 'kepalanya', 'menutup', 'cunt', 'up', 'buruk', 'menanggung', 'lagu', 'kotorannya', 'puluh']"
1128, of course the feminazi's will roll one out after the other what frauds,1,Tentu feminazi bergulir penipuan,"['tentu', 'feminazi', 'bergulir', 'penipuan']"
1129,['that cost the end of the doc import and addict immigrant welfare plan in order to guarantee'],0,Itu biaya rencana kesejahteraan Impor DOC pecandu imigran menjamin,"['itu', 'biaya', 'rencana', 'kesejahteraan', 'impor', 'doc', 'pecandu', 'imigran', 'menjamin']"
1130,hey man full offense it fucking shabby so like it double no gun zone fucking twat,1,hey man full offense it fucking shabby ganda zona senjata sialan twat,"['hey', 'man', 'full', 'offense', 'it', 'fucking', 'shabby', 'ganda', 'zona', 'senjata', 'sialan', 'twat']"
1131,you were right royal i am retarded you are right everything about me,1,Anda -benar kerajaan terbelakang Anda,"['anda', 'benar', 'kerajaan', 'terbelakang', 'anda']"
1132,yes i for one don't want america turned into a shithole country ni saw ms13 guy's in the caravan ,1,ya Amerika berubah negara shithole ni pria ms13 karavan,"['ya', 'amerika', 'berubah', 'negara', 'shithole', 'ni', 'pria', 'ms', 'karavan']"
1133,lmfaoo say lyn luk like dyke,1,lmfao lyn tanggul,"['lmfao', 'lyn', 'tanggul']"
1134,what a complete cunt,1,Sungguh vagina lengkap,"['sungguh', 'vagina', 'lengkap']"
1135,see this thread this is why campaigns like it's okay to be white is needed,0,Lihat utas kampanye putih,"['lihat', 'utas', 'kampanye', 'putih']"
1136,god bless the illegal aliens,1,Tuhan memberkati alien ilegal,"['tuhan', 'memberkati', 'alien', 'ilegal']"
1137,here goes this dumb ass negro,1,Ini negro pantat bodoh,"['ini', 'negro', 'pantat', 'bodoh']"
1138,you wanna call me a nigger with your whole chest and then block mike bitch,1,Anda memanggil negro dada Anda memblokir jalang mike,"['anda', 'memanggil', 'negro', 'dada', 'anda', 'memblokir', 'jalang', 'mike']"
1139,does usa morph into a heartless shithole country under the trump administrationnvotedemocrat nvotedem ,0,Apakah USA berubah negara shithole berperasaan pemilihan administrasi Trump,"['apakah', 'usa', 'berubah', 'negara', 'shithole', 'berperasaan', 'pemilihan', 'administrasi', 'trump']"
1140,someone get this faggot,1,homo,['homo']
1141,a concha you spic,1,Concha You Spic,"['concha', 'you', 'spic']"
1142,sound like lie hoes beg another man to smoke weed faggot ass mf,0,Kedengarannya cangkul mohon merokok gulma fagot ass mf,"['kedengarannya', 'cangkul', 'mohon', 'merokok', 'gulma', 'fagot', 'ass', 'mf']"
1143,i think late immigrants from africa are more likely to succeed in america than black america,0,Saya pikir imigran terlambat Afrika berhasil Amerika Amerika hitam,"['saya', 'pikir', 'imigran', 'terlambat', 'afrika', 'berhasil', 'amerika', 'amerika', 'hitam']"
1144,so as new immigrants no one warned us about halloween which hadn’t quite gone global yet in the early ‘80s i reme… ,1,Jadi imigran memperingatkan Halloween global 80 -an I Reme ...,"['jadi', 'imigran', 'memperingatkan', 'halloween', 'global', 'an', 'reme']"
1145, who cleamson retard,1,Siapa Cleamson Retard,"['siapa', 'cleamson', 'retard']"
1146,it's a religion u retard,0,agama retard,"['agama', 'retard']"
1147,ism a man and you're still a retard,1,ism pria Anda terbelakang,"['ism', 'pria', 'anda', 'terbelakang']"
1148,retard exposing himself,1,Retard mengekspos,"['retard', 'mengekspos']"
1149,good job nbc a sterling performance by this country shithole media  ,1,pekerjaan bagus nbc kinerja sterling media shithole negara,"['pekerjaan', 'bagus', 'nbc', 'kinerja', 'sterling', 'media', 'shithole', 'negara']"
1150,born moody and cunt,0,terlahir moody vagina,"['terlahir', 'moody', 'vagina']"
1151,your sons a fucking money cunt ya mind,1,Anak laki -laki Anda vagina uang sial ya pikiran,"['anak', 'laki', 'laki', 'anda', 'vagina', 'uang', 'sial', 'ya', 'pikiran']"
1152,namibiaholidaystravel guide tips and reviews africa tourism frizemedia  via ,0,Namibiiholidaystravel Panduan Tips Ulasan Afrika Pariwisata Frizemedia Via,"['panduan', 'tips', 'ulasan', 'afrika', 'pariwisata', 'frizemedia', 'via']"
1153,i don like anyone calling my son a retard,0,Saya suka orang menyebut anak retard,"['saya', 'suka', 'orang', 'menyebut', 'anak', 'retard']"
1154,like is retarded with his rotations as well kept josh for a long time should have played to play down the stretch,0,Seperti terbelakang rotasinya Josh bermain bermain peregangan,"['seperti', 'terbelakang', 'rotasinya', 'josh', 'bermain', 'bermain', 'peregangan']"
1155,['rondo retard'],0,Rondo Retard,"['rondo', 'retard']"
1156,i believe that it is our obligation to stand up for immigrants in this state  this ilgovforum,0,Saya percaya kewajiban membela imigran negara ilgovforum,"['saya', 'percaya', 'kewajiban', 'membela', 'imigran', 'negara', 'ilgovforum']"
1157,"[""how do hoi polloi listen to that korea rat it thing thong they put on ' t yet understand the lyrics addition they ' re overestimate as don ' thyroxin me""]",0,Bagaimana Hoi Polloi Mendengarkan Korea Rat It Thing Thong Thong pakai memahami penambahan lirik don thyroxin me,"['bagaimana', 'hoi', 'polloi', 'mendengarkan', 'korea', 'rat', 'it', 'thing', 'thong', 'thong', 'pakai', 'memahami', 'penambahan', 'lirik', 'don', 'thyroxin', 'me']"
1158, nyc is a shithole country in of itself my god how quickly they destroyed wheat rudy did to build shameless,1,NYC negara shithole Tuhan betapa cepatnya menghancurkan gandum Rudy membangun malu -malu,"['nyc', 'negara', 'shithole', 'tuhan', 'betapa', 'cepatnya', 'menghancurkan', 'gandum', 'rudy', 'membangun', 'malu', 'malu']"
1159,blunt and cunt rhyme for a reason bitch,1,Rima tumpul cunt -cunt alasan jalang,"['rima', 'tumpul', 'cunt', 'cunt', 'alasan', 'jalang']"
1160,you clearly don't seem to listen to your wife at allnn'she's a great listener take that back you twat',0,Anda mendengarkan istri Anda Allnnshe pendengar hebat Take That You Twat,"['anda', 'mendengarkan', 'istri', 'anda', 'allnnshe', 'pendengar', 'hebat', 'take', 'that', 'you', 'twat']"
1161,hes such a faggot dude i can't stand people like that,1,homo tahan orang,"['homo', 'tahan', 'orang']"
1162,this photo called me a dyke and spic then spat in my face and broke my arm,1,Foto memanggil seekor tanggul spic meludahi wajah mematahkan lengan,"['foto', 'memanggil', 'seekor', 'tanggul', 'spic', 'meludahi', 'wajah', 'mematahkan', 'lengan']"
1163,lesbian twitter unis there a difference between a stud and a dyke if so hollow serious question,0,lesbian twitter unis perbedaan pejantan tanggul hampa serius,"['lesbian', 'twitter', 'unis', 'perbedaan', 'pejantan', 'tanggul', 'hampa', 'serius']"
1164,piers morgan is a fucking faggotnwe all know thisnjust point n laugh,1,Piers Morgan faggotnwe sialan titik tertawa,"['piers', 'morgan', 'faggotnwe', 'sialan', 'titik', 'tertawa']"
1165,i love being faggot,0,Saya suka homo,"['saya', 'suka', 'homo']"
1166,i can't believe i live in a terrorist country that is headed to the shithole list due to its environmental policies ,1,Saya percaya tinggal negara teroris daftar shithole kebijakan lingkungannya,"['saya', 'percaya', 'tinggal', 'negara', 'teroris', 'daftar', 'shithole', 'kebijakan', 'lingkungannya']"
1167,someone remove money judge from corrie he makes me wanna smash my telly up,0,menghapus juri uang Corrie menghancurkan televisi,"['menghapus', 'juri', 'uang', 'corrie', 'menghancurkan', 'televisi']"
1168,amie liver is a twat amie liver is a twat amie liver is a twat amie liver is a twat amie liver is a twat,1,amie liver is a twat amie hati hati amie twat amie hati twat amie hati twat,"['amie', 'liver', 'is', 'twat', 'amie', 'hati', 'hati', 'amie', 'twat', 'amie', 'hati', 'twat', 'amie', 'hati', 'twat']"
1169,terrorist leftist,1,Kiri Teroris,"['kiri', 'teroris']"
1170,right cuz the people fleeing theircountries made sure to pack their iphones so they could check your tw ,1,orang -orang melarikan negara mengepak iPhone memeriksa TW Anda,"['orang', 'orang', 'melarikan', 'negara', 'mengepak', 'iphone', 'memeriksa', 'tw', 'anda']"
1171,i hate when nights really think i about to entertain a conversation about how my dyke fucks remove yo goofy ass around night,1,Aku benci malam -benar berpikir menghibur percakapan lumpuhku meniduri pantatmu konyol malam,"['aku', 'benci', 'malam', 'benar', 'berpikir', 'menghibur', 'percakapan', 'lumpuhku', 'meniduri', 'pantatmu', 'konyol', 'malam']"
1172, hes a literal twat hey he tried to justify himself on twitter toonthis guy went to twitchcon to ,1,twat literal hei mencoba membenarkan twitter toonthis pria pergi twitchcon,"['twat', 'literal', 'hei', 'mencoba', 'membenarkan', 'twitter', 'toonthis', 'pria', 'pergi', 'twitchcon']"
1173,oh shut the fuck up retard,1,oh tutup retard,"['oh', 'tutup', 'retard']"
1174,amp the mongol can go talk to the brick wall none give a shit about time greece grows a backbone amp once,0,amp mongol berbicara dinding bata peduli yunani tumbuh tulang punggung,"['amp', 'mongol', 'berbicara', 'dinding', 'bata', 'peduli', 'yunani', 'tumbuh', 'tulang', 'punggung']"
1175,i can believe this cunt wrote the office,1,Saya percaya vagina menulis kantor,"['saya', 'percaya', 'vagina', 'menulis', 'kantor']"
1176,as a kid i would've hated to have moved to a different part of the country but as an adult i can't wait to get away from the shithole,0,Sebagai anak benci pindah negara berbeda orang dewasa sabar melarikan shithole,"['sebagai', 'anak', 'benci', 'pindah', 'negara', 'berbeda', 'orang', 'dewasa', 'sabar', 'melarikan', 'shithole']"
1177,like if you remember my iconic nigger tweet,1,Anda tweet negro ikon,"['anda', 'tweet', 'negro', 'ikon']"
1178,faggot fucking sellout no i pebble brain autistic slut,0,fagot fucking nolt no i Pebble Brain Autistic Slut,"['fagot', 'fucking', 'nolt', 'no', 'pebble', 'brain', 'autistic', 'slut']"
1179,why did wane collar with a decaying negro,1,Mengapa berkurang kerah negro membusuk,"['mengapa', 'berkurang', 'kerah', 'negro', 'membusuk']"
1181,['german mayor sets example of how to welcome refugee c'],0,Walikota Jerman contoh menyambut pengungsi C,"['walikota', 'jerman', 'contoh', 'menyambut', 'pengungsi']"
1182,['iodin affirm it gets cold come out of the closet and ifs want to act retarded'],0,Iodin dingin lemari bertindak terbelakang,"['iodin', 'dingin', 'lemari', 'bertindak', 'terbelakang']"
1183,kill yourself cunt,1,Bunuh Anda vagina,"['bunuh', 'anda', 'vagina']"
1184,ism forced to deal with retarded people everyday,1,ISM terpaksa berurusan orang terbelakang,"['ism', 'terpaksa', 'berurusan', 'orang', 'terbelakang']"
1185, failing to condemn they are actively promoting bigotry do the terms shithole countries ring a ,1,Gagal Mengutuk Mereka aktif mempromosikan kefanatikan istilah -istilah negara -negara shithole berdering a,"['gagal', 'mengutuk', 'mereka', 'aktif', 'mempromosikan', 'kefanatikan', 'istilah', 'istilah', 'negara', 'negara', 'shithole', 'berdering']"
1186, conway literally is the fabled feminazi of limbaugh yore but in this case that means pretend feminist actual nazi,0,Conway harfiah feminazi dongeng Limbaugh Yore berpura -pura feminis Nazi,"['conway', 'harfiah', 'feminazi', 'dongeng', 'limbaugh', 'yore', 'berpura', 'pura', 'feminis', 'nazi']"
1187,fuckin gimme for the scouse fucks today licks flopps assnatzi bunch of wankers i do not want these mongy s ,1,Sialan gim me scouse fucks menjilat flopps assnatzi sekelompok wankers mongy s,"['sialan', 'gim', 'me', 'scouse', 'fucks', 'menjilat', 'flopps', 'assnatzi', 'sekelompok', 'wankers', 'mongy']"
1188,['hyaena trembles in thing g string'],0,Hyaena gemetar string g,"['hyaena', 'gemetar', 'string']"
1189,thanks spic,1,Terima kasih Spic,"['terima', 'kasih', 'spic']"
1190,['uncle tom zanetti you a pouf and i illuminate the dance floor any time your song comes on cuss'],0,Paman Tom Zanetti Anda a pouf menerangi lantai dansa lagu Anda CUSS,"['paman', 'tom', 'zanetti', 'anda', 'pouf', 'menerangi', 'lantai', 'dansa', 'lagu', 'anda', 'cuss']"
1191,and now you white nigger,1,Dan Anda negro putih,"['dan', 'anda', 'negro', 'putih']"
1192,why do you tweet thing thong,1,Mengapa Anda Tweet Thing Thong,"['mengapa', 'anda', 'tweet', 'thing', 'thong']"
1193,y'all have enough energy to call someone a faggot and to reply with such negativity but,1,Kalian memiliki energi menyebut homo membalas negatif,"['kalian', 'memiliki', 'energi', 'menyebut', 'homo', 'membalas', 'negatif']"
1194,you could just admit to being a twat that would probably be enough for the next leader of the snap,1,Anda mengakui twat pemimpin snap,"['anda', 'mengakui', 'twat', 'pemimpin', 'snap']"
1195,bring disease,1,membawa penyakit,"['membawa', 'penyakit']"
1196,it doesn't right he a negro by default,1,negro default,"['negro', 'default']"
1197,strictly come mongol,1,-benar Mongol,"['benar', 'mongol']"
1198,what your point i said they have tried to qualify for it same mongol as always,1,Apa maksud Anda mencoba memenuhi syarat Mongol,"['apa', 'maksud', 'anda', 'mencoba', 'memenuhi', 'syarat', 'mongol']"
1199,roses are red like rice you cunt garvey price,0,mawar merah nasi Anda cunt harvey harga,"['mawar', 'merah', 'nasi', 'anda', 'cunt', 'harvey', 'harga']"
1200,magabomber is notnmexicannblacknasylum seekernmuslimncitizen of a shithole countryncitizen of a terrorist country ,1,magabomber notnmexicannblacknasylum secarnmuslimncitizen countryncitizen shithole negara teroris,"['magabomber', 'countryncitizen', 'shithole', 'negara', 'teroris']"
1201,you a faggot my lady will never fuck you,1,Anda homo wanita menidurimu,"['anda', 'homo', 'wanita', 'menidurimu']"
1202,be picking his fucking jaw up off the floor the cunt,1,Jadilah mengambil rahang sialannya lantai vagina,"['jadilah', 'mengambil', 'rahang', 'sialannya', 'lantai', 'vagina']"
1203,2 for the price of 1 and guaranteed no less than 4 accounts for feminacy my,1,2 harga 1 dijamin 4 akun feminasi,"['harga', 'dijamin', 'akun', 'feminasi']"
1204,lot who do u mean that thing thong guy the rich dude from china who suddenly comes up at the campus,1,Lot Anda maksud pria kaya Cina -tiba muncul kampus,"['lot', 'anda', 'maksud', 'pria', 'kaya', 'cina', 'tiba', 'muncul', 'kampus']"
1205,there a simple answer to thisnn1 deport the cuntnn2 reduce the next aid payment to somalia by these amounts ,1,Ada sederhana Deport Cuntnn2 mengurangi pembayaran bantuan Somalia,"['ada', 'sederhana', 'deport', 'cuntnn', 'mengurangi', 'pembayaran', 'bantuan', 'somalia']"
1206,i been using mongoloid a lot more lately imbecilic does really have the punch i,1,Saya mongoloid -akhir imbecilic -benar memiliki pukulan,"['saya', 'mongoloid', 'akhir', 'imbecilic', 'benar', 'memiliki', 'pukulan']"
1207,fun fact i had never in my life been called a spic wetback or told to go back to where i came from before do,1,Fakta menyenangkan miliki hidup spic wetback disuruh berasal,"['fakta', 'menyenangkan', 'miliki', 'hidup', 'spic', 'wetback', 'disuruh', 'berasal']"
1208,we all thing thong brothers,1,Thong Brothers,"['thong', 'brothers']"
1209,but you watch them fall for the happy daddy claptrap forgetting his vile vicious cruelty to refugees,0,Tapi Anda menyaksikan jatuh cinta ayah bahagia claptrap lupa kekejamannya keji pengungsi,"['tapi', 'anda', 'menyaksikan', 'jatuh', 'cinta', 'ayah', 'bahagia', 'claptrap', 'lupa', 'kekejamannya', 'keji', 'pengungsi']"
1210,by faggot stop getting me black balled,1,homo berhenti hitam bola,"['homo', 'berhenti', 'hitam', 'bola']"
1211,['ohio this old pussy'],0,Ohio Pussy Lama,"['ohio', 'pussy', 'lama']"
1212,selling all my dvds hahahaha the shop is gonna hate me but the woman at the counter is a mongy cunt anyway so deser ,1,Menjual DVD hahahaha toko membenciku wanita konter vagina mongy deser,"['menjual', 'dvd', 'hahahaha', 'toko', 'membenciku', 'wanita', 'konter', 'vagina', 'mongy', 'deser']"
1213,he admits he went too far on the faggot line even though i agree it should never have been there in t,1,Dia mengakui pergi garis homo setuju t,"['dia', 'mengakui', 'pergi', 'garis', 'homo', 'setuju']"
1214,man thing thong sometimes the simplest slander be the funniest,0,Man Thing Thong Terkadang sederhana lucu,"['man', 'thing', 'thong', 'terkadang', 'sederhana', 'lucu']"
1215, there is no james bountrogiannis just a faggot,0,james bountrogiannis homo,"['james', 'bountrogiannis', 'homo']"
1216,   then why does it say limited edition and not limited to fortnitemares you mongoloid lmao,1,Lalu edisi terbatas terbatas fortnitemares Anda lmao mongoloid,"['lalu', 'edisi', 'terbatas', 'terbatas', 'fortnitemares', 'anda', 'lmao', 'mongoloid']"
1217,"[""political rightness is turning our country into a shithole it ' s a tool of far left extremist to divide and cont""]",0,Kebenaran politik mengubah negara shithole alat ekstremis kiri membelah membagi,"['kebenaran', 'politik', 'mengubah', 'negara', 'shithole', 'alat', 'ekstremis', 'kiri', 'membelah', 'membagi']"
1218,  yeapspic and wet,1,yeagpic basah,"['yeagpic', 'basah']"
1219,why does this money cunt ashes young keep fist bumping everyone grow up mate,0,Mengapa Uang Ini Cunt Ashes Young Terus Tinju Menabrak Semua Orang Tumbuh Sobat,"['mengapa', 'uang', 'ini', 'cunt', 'ashes', 'young', 'terus', 'tinju', 'menabrak', 'semua', 'orang', 'tumbuh', 'sobat']"
1220,just let me keep it and look like a retard man,1,Biarkan menyimpannya pria retard,"['biarkan', 'menyimpannya', 'pria', 'retard']"
1221,4 shots of don junior later i feel retarded,0,4 tembakan Don Junior terbelakang,"['tembakan', 'don', 'junior', 'terbelakang']"
1222,in fact wire wood young and now self refugees,0,kawat kayu muda pengungsi,"['kawat', 'kayu', 'muda', 'pengungsi']"
1223,nothing would make me happier than a video coming out of this cunt being shot while he sleeps what a shocking wast,0,Tidak bahagia video vagina ditembak tidur betapa mengejutkannya limbah,"['tidak', 'bahagia', 'video', 'vagina', 'ditembak', 'tidur', 'betapa', 'mengejutkannya', 'limbah']"
1224,cutting aid to the shithole countries might smarten them up,0,Memotong bantuan negara -negara shithole pintar,"['memotong', 'bantuan', 'negara', 'negara', 'shithole', 'pintar']"
1225,trio accused of conspiring to get illegal aliens mi driver's licenses via,0,Trio dituduh berkonspirasi lisensi pengemudi alien ilegal,"['trio', 'dituduh', 'berkonspirasi', 'lisensi', 'pengemudi', 'alien', 'ilegal']"
1226,cleanedaired apartment spicspan almost done with still doing laundry,0,Spicspan apartemen dibersihkan selesai mencuci pakaian,"['spicspan', 'apartemen', 'dibersihkan', 'selesai', 'mencuci', 'pakaian']"
1227,"[""ink what timezone my dad make up in but helium cost state it ' s 300 but ane seem at my phone and information technology say 130 like of retard""]",0,Tinta zona ayah biaya helium 300 ane ponsel teknologi informasi 130 retard,"['tinta', 'zona', 'ayah', 'biaya', 'helium', 'ane', 'ponsel', 'teknologi', 'informasi', 'retard']"
1228, off the top of my head he didn't condemn charlottesville shithole countries said obama was born in ,1,Dari kepalaku mengutuk negara -negara Charlottesville Shithole Obama lahir,"['dari', 'kepalaku', 'mengutuk', 'negara', 'negara', 'charlottesville', 'shithole', 'obama', 'lahir']"
1229,we are the shithole country ,0,Kami negara shithole,"['kami', 'negara', 'shithole']"
1230,especially feeling sabot this evening baby i faggot,1,Terutama sabot malam sayang homo,"['terutama', 'sabot', 'malam', 'sayang', 'homo']"
1231,maybe they should listen to thy light because no one actually cares about their retarded opinions i,1,Mungkin mendengarkan cahayamu -benar peduli pendapat terbelakang,"['mungkin', 'mendengarkan', 'cahayamu', 'benar', 'peduli', 'pendapat', 'terbelakang']"
1232,love yourself you cute little twat,0,Cintai dirimu twat lucu,"['cintai', 'dirimu', 'twat', 'lucu']"
1233,why oh why am i such a fucking twat,1,oh twat sialan,"['oh', 'twat', 'sialan']"
1234,a baby knows more than the pots mongoloid,1,Seorang bayi pot mongoloid,"['seorang', 'bayi', 'pot', 'mongoloid']"
1235,well there is ya go another ahead freak these people gotta go who in the hell would vote for her she looks evil,1,Nah orang aneh orang -orang pergi memilihnya jahat,"['nah', 'orang', 'aneh', 'orang', 'orang', 'pergi', 'memilihnya', 'jahat']"
1236,fire that gay bashing name cunt ruining the rule district you gun cunts,0,menembakkan nama bashing gay merusak peraturan distrik Anda senjata gun,"['menembakkan', 'nama', 'bashing', 'gay', 'merusak', 'peraturan', 'distrik', 'anda', 'senjata', 'gun']"
1237,you stupid twat why can you see that this is an invasion to our country,1,Anda twat bodoh Anda invasi negara,"['anda', 'twat', 'bodoh', 'anda', 'invasi', 'negara']"
1238,  leaving their shithole countries to turn europe into a continent full of shithole countriesngo home,1,Meninggalkan negara -negara shithole mengubah Eropa benua penuh negara -negara shithole pulang,"['meninggalkan', 'negara', 'negara', 'shithole', 'mengubah', 'eropa', 'benua', 'penuh', 'negara', 'negara', 'shithole', 'pulang']"
1239,look at the scoreboard you goddamn retard know you probably did make it past nth grade but do the math,1,Lihatlah papan skor Anda retard Anda berhasil melewati kelas n lakukan matematika,"['lihatlah', 'papan', 'skor', 'anda', 'retard', 'anda', 'berhasil', 'melewati', 'kelas', 'lakukan', 'matematika']"
1240,quit me then you fucking twat if you wanna be selective in reading,0,Berhentilah Anda sialan twat Anda selektif membaca,"['berhentilah', 'anda', 'sialan', 'twat', 'anda', 'selektif', 'membaca']"
1241,my brother gave me my house keys and was like there your thing change and i yelled at him so bad he's crying now,1,Saudaraku memberiku kunci rumahku pekerjaanmu berubah berteriak buruk menangis,"['saudaraku', 'memberiku', 'kunci', 'rumahku', 'pekerjaanmu', 'berubah', 'berteriak', 'buruk', 'menangis']"
1242,your literally a faggot,1,Anda -benar homo,"['anda', 'benar', 'homo']"
1243,i think it was a spic from my picture,1,Saya pikir spic foto,"['saya', 'pikir', 'spic', 'foto']"
1244,['1 not racist iodin touched a tan dick once not certain what his race be though some kinda spic'],0,1 rasis iodin menyentuh tan rasnya spic,"['rasis', 'iodin', 'menyentuh', 'tan', 'rasnya', 'spic']"
1245,  i think there been more than 1 leftist terroristnyou a data scientists do better,1,Saya pikir 1 teroristisis Anda ilmuwan data,"['saya', 'pikir', 'teroristisis', 'anda', 'ilmuwan', 'data']"
1246,that nigger chip kelly ruined everything,1,Chip Nigger Kelly merusak,"['chip', 'nigger', 'kelly', 'merusak']"
1247,the all over here acting like she done put thing thong on the dang on tweet you know that it wasn't t,0,bertingkah selesai meletakkan thong thong dang tweet Anda t,"['bertingkah', 'selesai', 'meletakkan', 'thong', 'thong', 'dang', 'tweet', 'anda']"
1248, what country are these invaders about to turn into a dystopian shithole ,0,Negara penjajah berubah shithole dystopian,"['negara', 'penjajah', 'berubah', 'shithole', 'dystopian']"
1249,imagine being part of a race that god himself must put you in your place be you are constantly acting collectively retarded,1,Bayangkan ras ditempatkan Tuhan Sendiri,"['bayangkan', 'ras', 'ditempatkan', 'tuhan', 'sendiri']"
1250,quit stealing my punchline faggot,1,Berhentilah mencuri homo lucunya,"['berhentilah', 'mencuri', 'homo', 'lucunya']"
1251,if you ironically believe weed cures cancer you retarded,0,Jika ironisnya Anda percaya gulma menyembuhkan kanker Anda terbelakang,"['jika', 'ironisnya', 'anda', 'percaya', 'gulma', 'menyembuhkan', 'kanker', 'anda', 'terbelakang']"
1252,what the fuck do they get out of this absolute money virgins need shot,1,dapatkan uang mutlak Perawan ditembak,"['dapatkan', 'uang', 'mutlak', 'perawan', 'ditembak']"
1253,patience is not practiced on door steps this retard got what he deserved he should be in a mental asylum,1,Kesabaran dipraktikkan langkah pintu retard dapatkan rumah sakit jiwa mental,"['kesabaran', 'dipraktikkan', 'langkah', 'pintu', 'retard', 'dapatkan', 'rumah', 'sakit', 'jiwa', 'mental']"
1254,['roundabout grave self loving autocratic slimy little twat'],0,Bundaran Makam Little Little Twat Bundaran Bundaran,"['bundaran', 'makam', 'little', 'little', 'twat', 'bundaran', 'bundaran']"
1255,a reminder that kelly lowland can and did say faggot,0,pengingat Kelly Lowland homo,"['pengingat', 'kelly', 'lowland', 'homo']"
1256,if you donor either crazy or retarded and it a thin line that separates those so you could be both,0,Jika Anda donor gila terbelakang garis tipis memisahkannya Anda,"['jika', 'anda', 'donor', 'gila', 'terbelakang', 'garis', 'tipis', 'memisahkannya', 'anda']"
1257,time to self teach myself an entirely abstract language just to learn what my favorite thing thong boys are saying,1,Waktu mengajari bahasa sepenuhnya abstrak mempelajari orang favorit anak laki -laki,"['waktu', 'mengajari', 'bahasa', 'sepenuhnya', 'abstrak', 'mempelajari', 'orang', 'favorit', 'anak', 'laki', 'laki']"
1258,paging do faggot,0,Paging homo,"['paging', 'homo']"
1259,it's okay to be white,0,Tidak -apa putih,"['tidak', 'apa', 'putih']"
1260,america will go into official bankruptcy quicker due to the many illegal aliens,0,Amerika mengalami kebangkrutan resmi cepat alien ilegal,"['amerika', 'mengalami', 'kebangkrutan', 'resmi', 'cepat', 'alien', 'ilegal']"
1261,okay yestrump shouldn't call them shithole countries a little respect is in order they are shithole nations,1,oke yestrump menyebut negara -negara shithole hormat negara -negara shithole,"['oke', 'yestrump', 'menyebut', 'negara', 'negara', 'shithole', 'hormat', 'negara', 'negara', 'shithole']"
1262,gain news wants to give illegal aliens free healthcare,1,berita perawatan kesehatan gratis alien ilegal,"['berita', 'perawatan', 'kesehatan', 'gratis', 'alien', 'ilegal']"
1263,18 and enter illegal aliens the used the model created by bay area politicians like reply,1,18 masukkan alien ilegal model politisi Bay Area balasan,"['masukkan', 'alien', 'ilegal', 'model', 'politisi', 'bay', 'area', 'balasan']"
1264,joyous anniversary en retard league of legends,0,Ulang menggembirakan retard League of Legends,"['ulang', 'menggembirakan', 'retard', 'league', 'of', 'legends']"
1265,['hey thither like 1 guy cable on tie to ironic shit that red hot as fuck i hardly saying i a faggot for that dude'],0,Hei kabel 1 pria dasi kotoran ironis merah panas bercinta homo pria,"['hei', 'kabel', 'pria', 'dasi', 'kotoran', 'ironis', 'merah', 'panas', 'bercinta', 'homo', 'pria']"
1266,where is ran nations in 2002 they lost their whole organization because some retard went off the,1,negara -negara RAN 2002 kehilangan organisasi retard,"['negara', 'negara', 'ran', 'kehilangan', 'organisasi', 'retard']"
1267,go do some work negro,1,Pergi pekerjaan negro,"['pergi', 'pekerjaan', 'negro']"
1268,['yes be a mongoloid'],0,ya mongoloid,"['ya', 'mongoloid']"
1269,just another mongoloid on twitter,0,Hanya mongoloid twitter,"['hanya', 'mongoloid', 'twitter']"
1270,why to put in jane in the nth agminate you retarded or something doc robots with his stupidity strikes again,1,Mengapa menempatkan Jane -n bimbang Anda terbelakang robot dokumen kebodohannya menyerang,"['mengapa', 'menempatkan', 'jane', 'bimbang', 'anda', 'terbelakang', 'robot', 'dokumen', 'kebodohannya', 'menyerang']"
1271,i stopped there probably cause ism a genius and a retard at the same time,0,Saya berhenti menyebabkan ism jenius retard,"['saya', 'berhenti', 'menyebabkan', 'ism', 'jenius', 'retard']"
