,tweet,Hate_Speech
2499,some immigrants picked up by ice given fake dates to appear in court,1
2500,just call her a spic and go,0
2502, he is blaming the victims saying they should have been armedimagine a shithole country where your ,0
2508,layers are ass without gonzo i swear rondo plays retarded sometimes,0
2511, this country isn't the shining city on the hill any more it's just another third world shitholenne ,1
2514,god why do i have to be such a faggot,0
2516,the all over here acting like she done put thing thong on the dang on tweet you know that it wasn't t,0
2521,jess goddamn whore christy jess goddamn cunt christy jess goddamn whore christy jess goddamn cunt christy jess,1
2523,       so now what aboutshithole countries people just don ,1
2530, i feel you i've got eyes and a nose that's midway between typically arab looking chinesemongol but i ,0
2534,lmfao he don like the dude from y networkthat man retarded ,0
2535, conway literally is the fabled feminazi of limbaugh yore but in this case that means pretend feminist actual nazi,0
2536,nba been kind for first week with mongy bookies doing mongy thingshope they don improve,0
2542,manic should be identified as a terrorist organization other leftist media as well,0
2543,i swear i forgot it halloween weekend i in my car like why is everyone dressed retarded af lmaoooo blew my shit completely,1
2544,and for the record i not arguing about anti or leftist self defense movements anymore i spoken on it i,1
2551,another sorts paid feminacy ism finding it very interesting that all these women are butch the attorneys this liar,1
2552,bondage france migrants,0
2553,retarded as look,0
2557,another shooting nit doesn even surprise me anymore being that this shithole of a country values guns more than ,0
2558,the man arrested in connection with the suspiciouspackages is notnn immigrantn leftistn 1 ,1
2561,you guys gotta clean that up it's gonna rot and bring disease,1
2562,that nigger stirring up trouble with that tweet i cried a little and confessed my love to a random jezebel when i saw it,1
2563,fajitas are the most dramatic medical dish they come in loud steaming and spicy,0
2564,so what i getting from you is that your a homosexual blind retarded old man who is also a father,1
2569,you can build a movement on the idea it ok to hate muslims mexicans and people from shithole countries that suc ,1
2573,you bring disease you will be excised it is of great sorrow you must be destroyed,0
2581,aye u cannot hate on a night and then salute him in one breathe u nights retarded,1
2582,you can condemn saudi arabia all day long but as soon as you say something like ahead,0
2583,i literally seen the video you fucking retard i closed it did laugh and moved on,1
2586,thanks to the historic shithole countries that i signed into law your book are going up your sneedle are going wa ,1
2590,i typing too slow now i seem like a retard,1
2591,i stopped there probably cause ism a genius and a retard at the same time,0
2593,the cunt came out of nowhere,0
2611,i calm down when you stop acting like a retard and eating turkey sandwiches deal,1
2612,love you dyke,0
2614,with megyn on thiscares what lew says even a real raghead but ,0
2616, as my grandmother saidmake sure your room is spic and spannshe also saiddon't throw a monkey ,1
2617,females are literally retarded it feel good having one but then but then shit gets annoying,0
2620,some of these countries where refugees come from send here spies disguised as refugees to gather intelligence or kid,0
2627,the issue of refugees must be resolved 7 years ago by way of wise policies in countries such as lib,0
2629,me when i was in the 3rd grade talent show performingand a kid yelledurl,0
2631,two faced corrupt lie lock him up and charge him with traitor of the us rope he's a hussies they are ahead a,1
2632,thing thong thing thong,1
2637,everyone report you a cunt role playing as a child you so fucked up and should be in prison,0
2638,call me a faggot but yeah i drinking tea so what,0
2639,   congress is representing illegal immigrantswho is fighting to stop the invasion for americans,1
2642,if leftistmarxistdems went after terrorist illegal aliens reduce tax burden on americans bad trade deals exce… ,1
2644,what the fuck do they get out of this absolute money virgins need shot,1
2646,can we give the invaders rifles and ammo for free dropshipped directly into their shithole countries of course ,0
2647,what a faggot,0
2648,being a tribal an india and a mongoloid at the same time is facing racism from three fronts and let me get this,0
2651,imagine getting called retarded by the president on twitter,0
2653,hes just a hun who is good at computers ignore the twat,1
2654,okkkkkkk so i completely forgot dick van dyke was in night at the museum ,0
2658,hell twat son of a bitch shitfuck fuck,1
2662,can't be racist against your own race thing thong,1
2663, never said you did deny it you retard it in case you did as i know you are deludednif you can twee ,1
2664,you can be this retarded man,1
2665,lost me at,0
2669,the army spic man fuck off ism done,1
2674,you're blind and retarded you loser,1
2677,niggaz wanna strip you to the bone fa shit chu ownhate a nigga like thatfaggot get cha own luckyme,0
2690,why do you need to be friends with someone on epic to join them you stupid cunt what up fucking problem shit cunt,1
2693,can't say you're acting more mature then call me a sad retard you'll learn one day boss alpha,1
2694,fuck up faggot,1
2702,only i get the most retarded phone calls,0
2703,my brain in morning potato potato thing thong tomato,1
2704, harry i’m moving to london tuesday 25th so you are welcome to go back to your country around that day or a few… ,1
2707,born moody and cunt,0
2708,i remember being on box live in 2012 and getting called a spic just cause i spoke punish for 2 seconds y was,1
2710,hey nigger lover what's up,1
2711,yo whats up you faggot redo fuck,1
2712,chines thing thong carried by korea as always,1
2719,  ukranians are not refugees they are migrant workers,0
2720, you're a low iq ghanese enjoy your shithole country built and kept by you geniuses,1
2721,well maybe i'm the faggot americani'm not a part of a redneck agendannow everybody do the propagandanand sing along to the age of paranoia,1
2722,  i think there been more than 1 leftist terroristnyou a data scientists do better,1
2723,i spit on your dyke ass don get beat up bitch,1
2726, uk a shithole canada actually is a real nice country uk bout to fuck themselves super hard with brexit ,0
2728,is timbrel the one who does that retarded arm thing looking like he in a half robot pose in a pop locking contest,1
2729,happy birthday negro,0
2730,u wanna go u fucking cunt,1
2733,math nigger you killed it,0
2735,trumpafricanamericans come from shithole countries and mexicans are rapists and murderers and the only good ,1
2736, unpopular opinion but uhhhhhh fuck the mongol empire,0
2738,go ahead let this mongoloid kill business in florid,0
2739,ism yo favorite spic,0
2745,ready to get your home looking spic'nspan ,0
2746,they never get called spic wetback bearer et they never get pulled over and have the officer be racist,0
2752,sound like lie hoes beg another man to smoke weed faggot ass mf,0
2753,yes is a mongoloid,0
2754,betsy devos hinders shithole countries,1
2757,nah b i don't fuck with those thing thong long long phones,1
2758,i think they just take a sampling of the huff and box feminacy commenter who claim holding a door,1
2760,many persons bring disease upon themselves by their selfindulgence they have not lived in ac… ,0
2763,give her the old spic stick,1
2768,are you dumb i not condor you fucking retard,1
2769,in 2017 rightwing terrorist attacks outpaced leftist and islamic terrorist attacks there were over 2x as many ri ,1
2770,my brother gave me my house keys and was like there your thing change and i yelled at him so bad he's crying now,1
2774,that is not what they said retard,1
2782,migrants,0
2784,i have 1 box of pencil mongol no2 in my pencil case na may blessing ng holy water from quiapost jude,0
2793,brother nature ain't black no more huh he just a spic to y'all now right ain't trying to hold the dominican homie down at all,0
2800,it'd assume nonce is like we say retard very harsh,1
2803,a baby knows more than the pots mongoloid,1
2805,everything about her is enraging smug little twat,0
2811,ass dyke,1
2815,enough is enough should cancel the scheduled testimony of the lying feminacy ford then he needs,1
2816,shut the fuck up you twat,0
2817,these maga assholes have turned america into a shithole country,1
2818,u see what colonialism does right i'd be having a blast writing vmin getting lost in mongol shobhajatra and ppl w ,0
2820,photographerhumana★4 portrait rionegro argentina strkng photography contemporary bestof ,0
2823,goat beach is the other way retard,0
2825,rats and feminacy abortion devils came trolling with carloads of cash despicable,1
2826,i not racist i touched a tan dick once not sure what his race was though some kinda spic,0
2831,of course a safety net is necesary that's a basic principle of a civikized countrynno shithole country has a safet ,0
2832,migrants bring disease and death they have not been properly vetted,1
2836,stop making it gay u faggot,1
2837,  witch muslim country is not a shithole crickets,0
2839,its of hobo is a spic,1
2842,tammy bruce when foreigners bring disease across the borderwashington times ,1
2847,funny how the leftist are always projecting their morals on other people giving billions to terror state,0
2849,illegal aliens need to be shipped home,0
2852,videos grandpas fat gay fucking gay grandpas negro gay masturbation peperoni gay fetish pics,1
2853,good newsbutlook deeper at the trend and the prognosis remains critical poaching falls by a quarter in s… ,0
2854,the dodgers manager is an absolute retard,1
2858, that is the definition of a shithole country,1
2864,gentle reminder the atrocities in other nation states are theirs to fix and you don't have to accept refugees into yours,0
2865,some canadians believe that refugees are treated better than pensioners that is not the case as  shows… ,0
2880,18 and enter illegal aliens the used the model created by bay area politicians like reply,1
2882,friends is retarded on this particular episode,0
2884,did i just read i cant read thing thong with my own two eyes,0
2891,this is a chance to defeat the vile leftie pussy hat feminacy mandating bitter bitches brigade god help us if the,1
2896,what i can't figure out is when anyone ever said it wasn't okay to be white i mean it's always been,0
2899,cannot believe i'm doing this sluttyjock wrote after sharing his teamviewer password really faggot haha i pr ,1
2902,happy day gay faggot,1
2904,we cunt punting pussies with our tongues in 2019fuck the free world do you wanna build a snowman ,0
2906,and this my friends is how shithole countries make history in a way that benefits everyone and advances peace ,0
2909,pal josh nation is a stuck up whiny since cunt keep tear jerking and quit acting as if you some macho hero c,1
2910,who serving today then faggot fandom,1
2913,you mean like woman along with illegal aliens and dead people voted fa,0
2917,the immigrants edge,0
2918,when i see faggot i floor it,1
2921, i love the mindset of those who label people 'bloke hating feminazis',1
2925,mu general studies is the most retarded module to ever exist like why is it even compulsory,0
2927,thing thong china thing thong the best,0
2928,i honestly can believe ed confirmed only three latin american countries and this lil shithole is one of them i so used to being ignored,0
2930,calling wiz a one hit wonder means you a retard,0
2939,do thing thong live in other dimension,0
2940,it's true but there was a report today that said there are 22 million illegal aliens in the us and in,0
2942,man but how with thing thong culture,1
2945, no i dont mean like liver dysfunction yellownlike chinaman yellow,1
2946,just when i thought i couldn't be more thing thong my eyes proved me wrong,1
2950,and illegal immigrants could be in big trouble,0
2952,the plight of the refugees on these pacific islands is unconscionable amp simply beyond the pale with medical amp psych,0
2953,amazing clean up call today with the dancersspic spoc and ready for a weekend of shows  ,0
2958,i give up for the past hour have been trying to take a decent picture but my eyes keep coming out retarded,0
2960,it's a lynching no wait of it's not a lynching but it's a deep state feminacy conspiracy yeah that's it,1
2962, i wonder what they been cutting rush limbaugh supply with he is a moral retard period ,1
2964,fuck you faggot you vote my tweet,0
2968, hey spic kinkdom is bigger get facts before sending ur little puppets to talk smacknnur server is ,1
2969, twt2018 lgbtq people seeking asylum in uk were told “go back to your countrypretend” ,1
2972,i never seen a story so overhyped as this jamal khashoggi bullshit americans don care if some raghead reporte ,1
2973,gas talk shit and lose retard,1
2975,    illegalaliens aren't immigrants,0
2978,fuck that only the feminazi’s are “outraged” bring them on i say ,1
2987,what the fuck would this raghead know about britishnnsadiq khan claims there's 'nothing more british' than trustin ,1
2988,make sure your place is at least spic and span before inviting a let over,0
2990,gallant pad arrived en retard,1
2991,was it a uni faggot,1
2992,chest amusing better remarque pace due judgement let migrants crux quod,0
2995,this money commentator is still bitter about pontes mansions last minute winner 2 year ago,1
2996,tell the mongol to stick it donkeys don't summon lion's,0
2997,killer news were among the leftist forces organizing the migrant caravans trump was not nationalist enough for,1
2998,man is meeting the spider dyke today,1
3000,if someone reports illegal immigrants crossing the boarder to you question the veracity of their red,1
3001,no matter what this retarded president tweets his cult followers will far it as retarded as himself,0
3004,2 for the price of 1 and guaranteed no less than 4 accounts for feminacy my,1
3009,you actively enjoy being a dim witted mongoloid,1
3013,you know borzoi is a chainman right,0
3014, america is a shithole country but los angeles is good,1
3016,if it not such a shitholecountry then why did she leavennoh yeahbecause it a shithole country overran by ,1
3017,     the us is the shithole of the world only ignorant people ar ,1
3022,it been tea i was retarded,1
3023,this dumb faggotpretends to get hit off in wagers he gonna lose lmao,0
3026,awe it retarded,1
3029,celebrating curry is not gonna let you smash you gay mongoloid fuck,1
3030,it sure was spic and span,1
3033,open mongol,1
3034,i wanna see the ozmate performance todayi feel awful for being stuck and poor in this shithole countrynni wanna ,0
3041,dirty ahead,1
3044,oh hell no ism saving my dollars to help build the wall to protect us from the rape killer illegal aliens,1
3045,ahead hours,0
3046,they thinking who put this nigger up there,1
3047,don be like the  passengers i had tonight that kept saying faggotfagqueers over and over even after i aske ,0
3051,just got emoted on by newer reaper retard,0
3052,nice projection faggot,0
3053,that exactly why millions refuse to travel to the us myself included i rather visit country when,0
3057,i would have to play excuse me retardedstupid for people to feel comfortable nah i will treat everyone the same or accordingly,1
3058,of faggot,1
3069,bakugan was a spic from my picture,1
3070,want to drain some useless faggot right now just love seeing your tributes hitting my bankreminds me just how ,0
3073,just a shame your an absolute faggot,1
3077,only a lefty twat would,1
3078,parts nonmember nigger,1
3081,bloody retard,1
3083,it's okay to be white,0
3085,guys are legit retarded they have a diamond and still go chasing a dirt pile,1
3091,red sox are going to win world series with guys like divers and peace meanwhile the loser have a retard m,0
3093,deaf blind retarded alone,1
3098,just wonder at times are pal retarded or just slow,0
3099,fuck any faggot ass night,1
3102,god bless the illegal aliens,1
3103,yeah i used to call my friends gay and retarded all the time i a piece of shit,1
3104,rich hilltwat,1
3106,i just cannot understand why us let that dangerous leftist sorts just sit there when everyone knows he is behind,0
3107,getting illegal aliens to illegally vote by the de voter fraud machine does not count,1
3108,yeah my uncle looks like a chainman,0
3112,a sorts owned company used america tax dollars to build an ape to help illegal aliens evade authorities it's in to,1
3117,great arguments there retard the fact that you're laughing at this proves your,0
3118,what a epically flat note i must be retarded or something,0
3120,they want a bit of belly up until y argue and they end up calling you a fat cunt,1
3122,twitter is the shithole country ,0
3124,fun fact i had never in my life been called a spic wetback or told to go back to where i came from before do,1
3126,this group makes absolutely no sense to me do any of them have origins from those,1
3130,where was it that i claimed it was a leftist i asked box if they would retract what they,0
3132,woman is adult human female is the terms version of it's okay to be white,0
3133,maybe this is why i was called a spic todayurl,0
3136,fuck off twat,1
3138,horrible cunt,1
3141,could be the via knows more than you do it wouldn't be the first time ahead muslin extremists used,1
3145,knuckles you're a dirty ass nigger,1
3147,les migrants sont une richesse pour l’europe typhus abdominal…,0
3148,nyala said side night calling n i told him i was its she just retarded,1
3153,you gonna be home the rest of the day,0
3154,foto gaya ngewe negro homosexvidoes,1
3157,fun fact i got called a chink and aching changed at until the with grade and i barely look avian so that is how white my town was,1
3159,   i criticise australia more than most but it is not a shithole like t ,0
3160,socially retarded,1
3163, 1nif it is their way of life and what they are accustomed to to them it isn't a shithole country ho ,0
3164,this baby just called me a spic,1
3165,ya they are even medical their from spain for crying out loud,0
3175,fuck that orange twat,0
3177,found this will be in rocket league stop being a ball hungry retard to,1
3178,follow me back you spic,1
3179,cutting aid to the shithole countries might smarten them up,0
3181,you're a faggot,1
3192,i think it one the least offensive things to call us gays besides i do enjoy a faggot or 2 with mash amp gravy,1
3193,this night a really tell me he thought i was a dyke from my twitter profile,1
3194,personally ism sick of the billions thrown it the refugees secure the border,1
3198,do you expect anything more from mongol scum,1
3199,i am in total support of increasing the number of refugees we bring to no the wrap around support they require is,0
3200,up opinion is not relevant if u say thing thong,0
3201,southafrica,0
3203,have seen people who openly racist mocked its and called it aching thong music but wanna preach about bullying be,1
3211,pol is currently busy building suspicious devices,1
3212,didn't think it possible but even more shameful than and war mongol,0
3213,matt trap this faggot ps4sharennurl ,1
3214,no lie just said hasn't everybody seen the twat shot,0
3217,the most disruptive thing about bitcoin is retarded shit on bitcointalk,1
3220,should be tipping it over the bar the stupid spic,1
3222,this man is fucking retarded and needs mental evaluation have never seen someone to obsessively hateful towards a,1
3230,the mom should just called him an aids infested faggot and moved on,1
3238,dumb fucks leave out the facts that the mongoloid race came to north america before them by thousands of years a b,0
3240,i not playing come this game is actual buns cunt 9 bangs and riot shields gotta fucking go,1
3242,lewis and being a faggot,0
3244,that awful i sorry that happened banter is the last refuge of the cunt,0
3247,these people are insane it's mohammed lol nworld's gone nuts and these shithole countries need to be nuked ,1
3249,let me between this you fucking mongoloid,1
3250,i wish i could be around to see one of those shitholecountries rule the world one day better yet for trump to still be around,1
3253,due to the unorthodox dietary requirements of a number of refugees on man's we are,0
3256,happy birthday man i wish you all the best and stay thing thong wouldn't know how to survive last,0
3257,where is the twat,0
3264,hurry up and vote the cunt out,1
3266,we had all this debate when we had him people the get answer to it was to bring in him immigrants beggars belief,1
3267,children outside my car are saying fuck and calling a kid at school a faggot right in front of their mother and i,0
3269,are you a retard jeez,1
3270,i don generally use the terabit using your words if,1
3273,may the words of immigrants motivate allies to act,0
3274,this is fake empowerment men are people too,0
3278,pro just call me a spic already i know u wanna,0
3279,seems so odd that good of would go any where nears such a radical leftist in 1995 given the fact layers,0
3281,go ahead fucking spic try and break in my truck again,1
3284,did you know the majority is white just saying she's get a grip it's okay to be white it's okay to be gay ja,1
3287,kill yourself cunt,1
3289,of i cant fucking understand what up saying i don't speak thing thong,0
3290,if i shave a of don continue to send me dick pics heinous cunt,0
3291,because the republican controlled congress voted down every gun control bill he put forward you insufferable cunt,1
3292,if you got your first set of grill and put em on the bottom you a faggot,1
3293,war does not equal terrorism you fucking mongoloid,1
3294, as mongol  has vowed to continue to refer to prayagraj by its old name let's continue ,0
3296,defense you fucking retard,1
3297,what with money lads liking a picture on instar and trying to talk to you immediately after get lost,0
3298,everyone is so busy helping refugees and illegal aliens who had,0
3299,so hes a fellow spic,0
3300,yep we got the place spic and span and i thought to myself well this will last until native ends and i was right,0
3301,good thinking law enforcement the spic up in the gonna accord can eat my shit say one word mind games are fun be the,0
3302,not forgetting the tens of billions e immigrants have sent back to eastern rope who pay nothing,0
3303,defining countries as shithole encouraging reporters to be slapped around groping women because of your celebri ,0
3310,have robots is a retarded motherfucker i hope they fire him for being such a dumb ass dude still thinks he plays,1
3312,this faggot needs to get knocked out,1
3319,whey hey the boring old trout is pouting cunt has blocked me because she didn't like me telling the truth about,1
3321, omgi'm a feminist feminazi because i'm a man and comfortable in ma man body,0
3322,what happens when a white person checks him and calls him a spiclike who or what will he turn to ,0
3324,worry about your own shithole country quesadilla ,1
3328, what disgusting per usual is that it 90 males my age fight for your shithole countries you shit holes,1
3336,ma nigger  happy birthday man i hope you enjoy your dayyou're one of the greatest thaboa… ,1
3337,not to be that person but no one should say it it as awful as wetback or spic ugh,1
3339,white people are retarded lot confirmed,1
3342,i can now legally say aching thong ping lingo,0
3344,intellectual terrorism,0
3345,it'd be a flamboyant leftist too if my only concern in life was to look cool for a bunch of retarded friends,0
3347,hammed apparel stop disgracing yourself by dabbling into a field u have no idea it is why north remain a retard,0
3351,just say faggot then,1
3355,another soup taker,0
3356,here i am again building my walls again this time it'll make it concrete a para deli a bastard maudlin of ma mongol,1
3361,an money johnny come lately no doubt i remember going there in 2010 when they had about 3400 home fan,0
3363,in a way i think trump himself would be too retarded to work for cutin lot,1
3365,about to really start chopping this dyke up,0
3368,i added a video to a  playlist  martin garrixanimals dj fatal's despicable me mash up,0
3369,yeah like cut the funding to illegal immigrants amp their anchor babies,1
3371,i never seen monster squad in the first 10 minutes i heardtwice andtwice jesus christ w ,1
3372,are you some yoga book chainman,1
3380,and take away his passport plus i want to see him get on a plane to his shithole country ,1
3381, most of us have no desire to learn shithole country languages french is unpopular with teachers bec ,1
3382,he a twat,1
3383,fucking dumbest mongoloid calls me an asshole under his breath because he does wanna pay tax for a bag no k p a l,1
3385,are you retarded holy shit you games cant read for your life my papal is locked so i can not deposit y,0
3386,boroqul a general and friend of chinggiskhan ambushed by tumed 1216 learn more in my video on the mongol conqu ,0
3389, venmo wolffis 10 for sucking your dick faggot  2birds1stone,1
3391,his acting like a nigger rant is what showed me he was an idiot lot,0
3397,avid shaw such a faggot,1
3398,globalistsndrug dealers criminals rapistsnthese are animalsnshithole countriesnamerica firstnvery fine ,1
3399,i can believe this cunt wrote the office,1
3400,uh i think that how he was killed withstand can trust a ahead as far as i a,0
3402, ahhhit's the mongol hordes everybody hide their women and childrennnoh waityou say it's hu ,1
3403, i read somewhere in a leftist mag that terrorist events like breivik massacre precede cultural sh ,0
3406,truth be told you not even on my gate man level stay in your lane twat,1
3407,thing thong is high a save her,1
3410,but my faggot boomer music has no racial boundaries epic,1
3412,dear madam aching thong change is not actual chines that's fucking racist,0
3413,   and the rest of the country couldn give a fuck about your london shithole,1
3414, seriously kavvanaughs acc should be arrested and taken to mexico alongside all illegal aliens of mexi… ,1
3415,all because foreign cunt apparently really can speak on brutish streets i spoke in parliament ne,1
3420,did this negro really call me a broke bitch be ism selling bundles from composing,0
3427,sometimes i remember the time a whiny actualslurdefending taylor swift fan tried to claimis a slur and laugh,0
3428,amaze them with your thing thong and we'll finish the bingo faster,1
3429,i love he already has a tall can model negro ready for me when i arrive knows me too well,0
3433,i know not related but is as retarded as seven stay off the wall brush,1
3434,didn't want to vac with you after up antics mongoloid,1
3435,forgot his negro ass right outta there,1
3436,if you think the washrags at the end of this tweet are extreme left feminacy propaganda you need,0
3437,big spic energy,1
3440,i just trona figure out if rondo is retarded,0
3446,it'd rather speak german than ethanol or ahead,1
3450,when i get drunk i feel retarded,1
3451,amazing that america a so calledpot can have a female president butcountries can hmm ,0
3452,well he asked me is it that popular thing thong band,0
3455,you're a faggot have add and sound like you're gay eve me playground,0
3456, it reflects the behaviour of shithole countries look at that the man who disparaged others as shitholes in ,0
3457,your literally a faggot,1
3461,donald we're being invaded by brown people from shithole countries help and liberal angry mobs amp democrats are t ,1
3463, i love you sexyyyy,0
3466,other than thing thong and math to do u hear from him,1
3467,marko is a cuntnntell me something new ,1
3469,all this dyke was trona bag me at palmar while i put my groceries in the car but she ain't help wit the heavy a,0
3472,horse racing faggot,1
3477,it wasn't going in your blind twat and roof couldn't get his chest or leg to it so he just used h,1
3480,look man ism sorry ism such a faggot hoe,1
3481,fuck off hear me you're not brave enough to say it to my face so stop hiding behind your phone we all know what a faggot you are,1
3482,para you anorexic mongol,0
3483,hear roof you ugly fucking cunt never heard so much shit after the game twat off,1
3487,check we is such a nigger,1
3493,why worry about illegal aliens and criminals when the worst human being in the world is the leaderofthefreeworld,0
3501,i got a vivid recollection of being spiked and raped by my cracker scum cunt father at the age of 14 and you cunts,0
3506,my therapist just told me lol ur so gay kill urself faggotbut im not gonna listen to my haterz ihaterz,0
3507,screeches in high pitched thing thong change,1
3508,went full retard never go full retard,0
3509,guess i retarded,1
3512,telling me i blind one fucking chainman and it a federal case but these dodgers gait a whole fucking,1
3513,man that night retarded still paid the manual,0
3514,slick rick needs twat,0
3516,yes i aware but i seeing a lot of controversy and i don understand,0
3518,little nigger make moves,1
3520,if you don't want white people using the word nigger maybe stop using it all the time yourself,1
3524,don't touch that scarf that's pal smith twat,1
3527,sos nearly called a woman a cunt while i was driving with mum in the car but can i say i still shaking with rage at this cunt,1
3537,jess was a ahead,1
3538,you be losing your teeth today contour address is everywhere what a,1
3539,that's right illegals head on home to whatever shithole you came fromnnyou don't get to just waltz in here expo ,0
3542,people retarded a don call me at no 12 am talking about no wreck,0
3543,try twat,1
3547,if anything your probably the gayest out of the entire faggot group with the most,0
3551,violenceyou all got mad a year ago saying these weren't shithole countries make up your minds they are not fleei ,1
3553,regular show season 4 final in a nutshellnmordecai swatted and stood up on date nthomas is a retarded npops gets a ,0
3555,the appeal of red scare is that the hosts are both retarded and the worst people on the internet are mad at them constantly,1
3563,normal people laugh hehe cute smile me laughing hahahahahahahahahahahahaha claps hands like a retarded seal,0
3564, and this is why the country is turning in to a shithole we desperately need political change,0
3565,ya should be meeting nonce then ya money,1
3566,sturdy night spent in bed on my own us every cunt on earth is out but unreal stuff,1
3567,portland grants 500k for immigrants' attorneyfees ,0
3570,however i don want to repeat history here because people think wetocountries we h ,0
3571,i swear this night retarded brush,1
3575,i will whoop your ass even if you remake that faggot this,1
3580,msnbc you are fuckin retardedevery states man and woman discards the umbrella that way are you really that fuc ,1
3582,whatever u say spices i actually latino,0
3583,i went back home after 20 yearsnwas my dream to live in my own country where retarded ignorant inbred monkeys don't ,1
3584,maybe they should listen to thy light because no one actually cares about their retarded opinions i,1
3585,he doesn't look to clever to be fair what a twat,0
3587,would really love to hear a good reason illegal immigrants should be given government assistance government assistance,0
3588,only the looneyleftys can answer the last question despicabledemocrats hollywoodhasbeens hollywoodhypocrites ,0
3594,mdr macron demolit la franceaccepte le terrorismeles migrantsnon se serra pas lui qui protegera la france et le… ,1
3598,they literally can you mudslinging retard,1
3603,i saw a most extraordinary black teen a few years ago she was slightly retarded and her face had a touch of the to,1
3605,weepy woody deep loopy being bong thing thong wacky wacky tow i why do signs speak the thing thong language,1
3614,he is a twat but he did say he was wrong the other day and praised up emir,0
3616,he look like he said some faggot shit like at,1
3618,have robots is retarded,1
3621,man hater feminacy,1
3622,nobody likes thing thong group,1
3624,i have have am you galactic faggot,1
3625,mongol kid amp his camel both loving lifer,0
3626,happy birthday faggot,0
3627,cheating cunt,1
3632,people go stop for illegal aliens votes,0
3636, rosie o'donnell ching chong ping pong wing wong it's cool i have chinese friends it's cool lt… ,1
3642,shut the fuck up you stupid bitch ass retard,1
3644,so im no longer crying and would like to say a few wordsnnfuck this shithole of a countrynfuck their 'elite' univer ,0
3645,this article was so infuriating yet insightful about just one of the many ways that undocumented immigrants are full,0
3647,they are not thankful that they can live in rope or up why demonstration for what go back to your country,1
3648,is you due stupid or retarded mill vanilla mafias say hit big get me popping stop trona be me just stop,0
3650,if the caravan of 7000 people from thecountries of south america are refugees why are they waving the ,1
3651,he really hates our club what a twat,1
3653,if wanting to protect children from sexual harassment and abuse makes me a feminacy it'll take it,1
3655,i try so freaking hard to get to know the people that hang out in my stream and actually care and this shit twat t,0
3656,ism rated r for retarded,1
3658,you already know dumb ass fighting negro,1
3660,wildebeest migration mara crossing safari travel africa trot,0
3661,of i roasted a thing thong girl now,0
3662,jay inside is a reptile faggot,1
3670,give me a bite nigger,1
3674,this shit is retarded,0
3675,even his dog is a fucking retard,0
3678,pro i can here the beeps and books from here cunt go oil yourself ya robot fag,1
3684,i'll take the rise body pillow in exchangenngo to hell u fuckin faggot,1
3685,  what are feminazi's fighting for what laws exist on the books that need changing in the… ,1
3686,it's about time that have been chinned in a club have been waiting 3 years hit me harder next time faggot,0
3688,anon is a faggot greenest,1
3693,i do northern native america have mongoloid features like signs look at skims s,0
3699,hes cool but hes a retard sometimes,0
3701,mom bought me a faggot,1
3703,i swear it gets cold out and ifs want to act retarded,0
3704,i want my lots back so bad just don't wanna feel like a big dyke,1
3705,  armed guards in temple whatare we living in awe will be by the time dt is finished,0
3706,i swear whenever i go to my class at candy and see other black people they're thinking what is this nigger doing here,1
3707,yep the writing is so clearly on the wall people come from shithole countries with the shithole attitudes polici ,1
3708,signs have thing thong eyes,1
3711,shut up nigger,1
3717,help scouter twat has either been reported or he deactivated we must vote red get the protesters of illegal aliens out,1
3718,qt nung section chant namin huhuthe beningging assert your dominance ching chong 100 boundaries,1
3723,he can call me a spic not gonna lie,1
3724,at big we are compromise to help due,0
3725,traves scout looks like his retarded little cousin bye don ever disrespect my man like that,0
3731,kana ne one we nigger,1
3737,and that quote it's okay to be white which i got mad about about be 1 this is cop,1
3738,chuck person eccojam a1  opn toto  venue to play africa by toto on… ,1
3739,according to fox all immigrants are card carrying members of ms like these evil hombres,1
3741,i will never let a thing thong do my nails again,0
3743,i mean every single comment is faggot this and faggot that just saying that a lot of time spent worrying about anal,1
3744,i such a complicated twat i hate myself,1
3748, and i thought who doesn't love diana rossnndresses up like a chinamannnwho doesn't like sweet and sour chicken,0
3750,um faggot has 6 letters i flopped,1
3752,mf love pulsing games with me like i ain retarded already,0
3756,this charming man by the smiths hits the place i'm in and all i can think is why does morrissey have to be such a twat,0
3759,let migrants traverse la me et trouveur let aides socials,0
3761,how elitist i bet those immigrants would rather sell drugs,1
3763,because they retarded hedonists next,0
3764,that was fast this ago i replied to a tweet saying his negro moment was about to arrive man,1
3770,looking through the replies makes me realize how mentally retarded people arennthis all depends on the situation b ,1
3773,  are you saying there is a basic human right for people from shithole countries to flood i ,1
3777,migration 59 en favor does migrants de palais via,0
3778,tom zanetti you a faggot and i clear the dance floor any time your song comes on lad,0
3779,many macho is a chapped cunt,0
3780, if you ask me they all qualify as shithole countriesincluding uk despite brexit they have ,0
3781,this bar is playing africa by too but like an em version,0
3783, my mom wont say spic but will say nigga we love a problematic afrolatinx queen,1
3785,have robots has brought us to back to back world series he acted like an absolute retard tonight but we should fire him,0
3786,okay faggot,1
3787,staranurag  ,0
3788,2017 how dare you call them shithole countries look at how beautiful they are in my vacation resortnn2018 loo ,0
3791,difference between principled conservatives and powerhungry leftists every conservative wants sayoc in prison for ,0
3793,white people be like learn your english or go back to your country but can't tell the difference between your you,1
3795,it's okay to be white chocolate chip,1
3796,guys  is lecturing us on acute body types and skull shapesmongoloid like shut the f up bro,1
